team 1,team 2,original team 1 score,original team 2 score,original winner,team 1 threes,team 2 threes,adjusted team 1 score,adjusted team 2 score,adjusted winner
LSU,Arkansas,75,83,Arkansas,9,6,66,77,Arkansas
Auburn,Gonzaga,67,90,Gonzaga,11,6,56,84,Gonzaga
South Alabama,Auburn,81,90,Auburn,7,22,74,68,South Alabama
Texas Southern,Auburn,63,80,Auburn,5,4,58,76,Auburn
Troy,Auburn,41,77,Auburn,3,7,38,70,Auburn
Appalachian State,Auburn,53,67,Auburn,6,11,47,56,Auburn
Auburn,Texas A&M,66,68,Texas A&M,11,9,55,59,Texas A&M
Auburn,Ole Miss,61,72,Ole Miss,10,7,51,65,Ole Miss
Auburn,Georgia,95,77,Auburn,5,4,90,73,Auburn
Kentucky,Auburn,59,66,Auburn,4,5,55,61,Auburn
Auburn,South Carolina,109,86,Auburn,14,9,95,77,Auburn
Missouri,Auburn,82,88,Auburn,6,6,76,82,Auburn
Georgia,Auburn,91,86,Georgia,7,8,84,78,Georgia
Ole Miss,Auburn,86,84,Ole Miss,6,12,80,72,Ole Miss
Auburn,Vanderbilt,73,67,Auburn,10,8,63,59,Auburn
Auburn,Kentucky,80,82,Kentucky,11,11,69,71,Kentucky
Auburn,LSU,80,104,LSU,7,11,73,93,LSU
Florida,Auburn,74,57,Florida,7,7,67,50,Florida
Tennessee,Auburn,72,77,Auburn,11,9,61,68,Auburn
Florida,Vanderbilt,91,72,Florida,7,8,84,64,Florida
LSU,Florida,79,83,Florida,7,5,72,78,Florida
Kentucky,Florida,76,58,Kentucky,6,9,70,49,Kentucky
Ole Miss,Florida,63,72,Florida,6,6,57,66,Florida
Florida,Mississippi State,69,72,Mississippi State,5,1,64,71,Mississippi State
Tennessee,Florida,49,75,Florida,3,6,46,69,Florida
Florida,Georgia,92,84,Florida,7,7,85,77,Florida
Vanderbilt,Florida,71,78,Florida,8,10,63,68,Florida
South Carolina,Florida,72,66,South Carolina,4,7,68,59,South Carolina
Georgia,Florida,63,70,Florida,4,6,59,64,Florida
Florida,Kentucky,71,67,Florida,7,4,64,63,Florida
North Georgia,Georgia,62,84,Georgia,10,5,52,79,Georgia
Samford,Georgia,75,79,Georgia,9,6,66,73,Georgia
Mississippi State,Georgia,83,73,Mississippi State,12,9,71,64,Mississippi State
Georgia,LSU,92,94,LSU,12,10,80,84,LSU
Georgia,Ole Miss,78,74,Georgia,9,7,69,67,Georgia
Kentucky,Georgia,62,63,Georgia,1,4,61,59,Kentucky
Georgia,South Carolina,59,83,South Carolina,4,9,55,74,South Carolina
Ole Miss,Georgia,61,71,Georgia,2,9,59,62,Georgia
Vanderbilt,Georgia,70,73,Georgia,9,7,61,66,Georgia
Georgia,Tennessee,81,89,Tennessee,5,10,76,79,Tennessee
Missouri,Georgia,70,80,Georgia,6,7,64,73,Georgia
LSU,Georgia,78,91,Georgia,8,9,70,82,Georgia
South Carolina,Georgia,91,70,South Carolina,10,7,81,63,South Carolina
Kentucky,Mississippi State,78,73,Kentucky,11,5,67,68,Mississippi State
Vanderbilt,Kentucky,74,77,Kentucky,10,5,64,72,Kentucky
LSU,Kentucky,69,82,Kentucky,4,7,65,75,Kentucky
Kentucky,Missouri,70,75,Missouri,9,9,61,66,Missouri
Tennessee,Kentucky,82,71,Tennessee,5,4,77,67,Tennessee
Kentucky,Vanderbilt,82,78,Kentucky,8,4,74,74,Kentucky
Kentucky,Tennessee,70,55,Kentucky,7,6,63,49,Kentucky
SE Louisiana,LSU,43,96,LSU,5,13,38,83,LSU
Sam Houston State,LSU,66,88,LSU,8,8,58,80,LSU
Nicholls,LSU,80,86,LSU,8,4,72,82,LSU
Texas A&M,LSU,54,77,LSU,5,9,49,68,LSU
LSU,Ole Miss,75,61,LSU,8,8,67,53,LSU
South Carolina,LSU,80,85,LSU,8,7,72,78,LSU
LSU,Texas A&M,78,66,LSU,10,12,68,54,LSU
LSU,Mississippi State,94,80,LSU,10,9,84,71,LSU
Tennessee,LSU,65,78,LSU,8,7,57,71,LSU
Texas State,Mississippi State,51,68,Mississippi State,4,9,47,59,Mississippi State
Jackson State,Mississippi State,59,82,Mississippi State,10,8,49,74,Mississippi State
Mississippi State,Dayton,82,85,Dayton,5,8,77,77,Mississippi State
Central Arkansas,Mississippi State,65,81,Mississippi State,7,10,58,71,Mississippi State
Mississippi Valley State,Mississippi State,48,87,Mississippi State,10,9,38,78,Mississippi State
Missouri,Mississippi State,63,78,Mississippi State,5,3,58,75,Mississippi State
Mississippi State,Vanderbilt,84,81,Mississippi State,4,15,80,66,Mississippi State
Texas A&M,Mississippi State,56,55,Texas A&M,3,5,53,50,Texas A&M
Ole Miss,Mississippi State,64,46,Ole Miss,5,4,59,42,Ole Miss
Mississippi State,Tennessee,53,56,Tennessee,3,3,50,53,Tennessee
Mississippi State,South Carolina,75,59,Mississippi State,10,5,65,54,Mississippi State
Vanderbilt,Mississippi State,72,51,Vanderbilt,13,5,59,46,Vanderbilt
Mississippi State,Ole Miss,66,56,Mississippi State,2,5,64,51,Mississippi State
South Carolina,Mississippi State,48,69,Mississippi State,4,4,44,65,Mississippi State
Oral Roberts,Missouri,64,91,Missouri,7,10,57,81,Missouri
Bradley,Missouri,53,54,Missouri,2,3,51,51,Missouri
Tennessee,Missouri,73,53,Tennessee,5,3,68,50,Tennessee
Missouri,Texas A&M,68,52,Missouri,6,6,62,46,Missouri
South Carolina,Missouri,70,81,Missouri,8,5,62,76,Missouri
Missouri,Tennessee,73,64,Missouri,8,9,65,55,Missouri
TCU,Missouri,98,102,Missouri,7,11,91,91,Auburn
Missouri,Ole Miss,59,80,Ole Miss,8,8,51,72,Ole Miss
Missouri,South Carolina,93,78,Missouri,9,7,84,71,Missouri
Ole Miss,Missouri,60,53,Ole Miss,3,7,57,46,Ole Miss
Jackson State,Ole Miss,45,80,Ole Miss,2,8,43,72,Ole Miss
Central Arkansas,Ole Miss,54,68,Ole Miss,4,4,50,64,Ole Miss
Texas A&M,Ole Miss,50,61,Ole Miss,5,5,45,56,Ole Miss
Tennessee,Ole Miss,50,52,Ole Miss,8,3,42,49,Ole Miss
Ole Miss,South Carolina,81,74,Ole Miss,3,6,78,68,Ole Miss
Ole Miss,Vanderbilt,70,75,Vanderbilt,4,11,66,64,Ole Miss
Texas A&M,South Carolina,54,78,South Carolina,5,10,49,68,South Carolina
South Carolina,Vanderbilt,81,93,Vanderbilt,10,13,71,80,Vanderbilt
South Carolina,Tennessee,73,93,Tennessee,10,9,63,84,Tennessee
Appalachian State,Tennessee,38,79,Tennessee,5,6,33,73,Tennessee
Tennessee,Texas A&M,68,54,Tennessee,8,8,60,46,Tennessee
Vanderbilt,Tennessee,61,81,Tennessee,5,7,56,74,Tennessee
Tennessee,Vanderbilt,70,58,Tennessee,6,13,64,45,Tennessee
New Orleans,Texas A&M,53,82,Texas A&M,5,12,48,70,Texas A&M
Tarleton,Texas A&M,66,73,Texas A&M,8,6,58,67,Texas A&M
UT Rio Grande Valley,Texas A&M,68,81,Texas A&M,9,8,59,73,Texas A&M
SE Louisiana,Texas A&M,52,69,Texas A&M,8,4,44,65,Texas A&M
Wofford,Texas A&M,52,70,Texas A&M,12,3,40,67,Texas A&M
Mississippi Valley State,Vanderbilt,41,84,Vanderbilt,9,10,32,74,Vanderbilt
Alcorn State,Vanderbilt,59,87,Vanderbilt,3,14,56,73,Vanderbilt
Kentucky,Vanderbilt,82,78,Kentucky,8,4,74,74,Vanderbilt
Lander,Chattanooga,63,99,Chattanooga,6,13,57,86,Chattanooga
North Georgia,Chattanooga,63,81,Chattanooga,2,7,61,74,Chattanooga
UNC Asheville,Chattanooga,66,69,Chattanooga,6,9,60,60,Chattanooga
Furman,Chattanooga,77,73,Furman,4,13,73,60,Furman
Chattanooga,VMI,79,84,VMI,8,10,71,74,VMI
Samford,Chattanooga,68,73,Chattanooga,5,12,63,61,Samford
Chattanooga,The Citadel,87,92,The Citadel,8,16,79,76,Chattanooga
Mercer,Chattanooga,80,83,Chattanooga,10,7,70,76,Chattanooga
Wofford,Chattanooga,77,59,Wofford,9,4,68,55,Wofford
Chattanooga,Samford,70,64,Chattanooga,7,7,63,57,Chattanooga
UNC Greensboro,Chattanooga,74,66,UNC Greensboro,5,7,69,59,UNC Greensboro
Chattanooga,Western Carolina,74,67,Chattanooga,5,9,69,58,Chattanooga
Chattanooga,East Tennessee State,67,65,Chattanooga,8,12,59,53,Chattanooga
Chattanooga,Wofford,78,66,Chattanooga,11,8,67,58,Chattanooga
The Citadel,Chattanooga,66,70,Chattanooga,8,6,58,64,Chattanooga
East Tennessee State,Chattanooga,51,53,Chattanooga,2,8,49,45,East Tennessee State
Western Carolina,Chattanooga,81,89,Chattanooga,10,12,71,77,Chattanooga
Chattanooga,UNC Greensboro,55,60,UNC Greensboro,11,4,44,56,UNC Greensboro
Chattanooga,Mercer,77,81,Mercer,12,9,65,72,Mercer
Abilene Christian,East Tennessee State,70,47,Abilene Christian,13,3,57,44,Abilene Christian
Columbia International,East Tennessee State,54,96,East Tennessee State,7,11,47,85,East Tennessee State
Lee University,East Tennessee State,53,62,East Tennessee State,7,4,46,58,East Tennessee State
Western Carolina,East Tennessee State,78,86,East Tennessee State,10,10,68,76,East Tennessee State
East Tennessee State,UNC Greensboro,71,61,East Tennessee State,7,7,64,54,East Tennessee State
East Tennessee State,Furman,66,78,Furman,4,8,62,70,Furman
VMI,East Tennessee State,81,92,East Tennessee State,11,16,70,76,East Tennessee State
East Tennessee State,Western Carolina,59,48,East Tennessee State,4,4,55,44,East Tennessee State
Furman,East Tennessee State,62,71,East Tennessee State,8,10,54,61,East Tennessee State
The Citadel,East Tennessee State,84,112,East Tennessee State,11,12,73,100,East Tennessee State
East Tennessee State,Wofford,62,67,Wofford,11,12,51,55,Wofford
East Tennessee State,Mercer,70,64,East Tennessee State,6,8,64,56,East Tennessee State
East Tennessee State,The Citadel,71,79,The Citadel,8,8,63,71,The Citadel
Wofford,East Tennessee State,49,71,East Tennessee State,8,8,41,63,East Tennessee State
Mercer,East Tennessee State,71,64,Mercer,10,10,61,54,Mercer
UNC Greensboro,East Tennessee State,85,74,UNC Greensboro,9,7,76,67,UNC Greensboro
Tusculum,Furman,62,95,Furman,4,6,58,89,Furman
South Wesleyan,Furman,49,89,Furman,4,5,45,84,Furman
Flagler,Furman,61,86,Furman,6,12,55,74,Furman
Mercer,Furman,80,83,Furman,7,10,73,73,Furman
Furman,The Citadel,94,88,Furman,8,12,86,76,Furman
Furman,VMI,73,74,VMI,12,11,61,63,VMI
Furman,Western Carolina,75,69,Furman,9,12,66,57,Furman
Wofford,Furman,75,67,Wofford,10,12,65,55,Wofford
UNC Greensboro,Furman,49,68,Furman,2,7,47,61,Furman
Furman,UNC Greensboro,58,64,UNC Greensboro,9,6,49,58,UNC Greensboro
Western Carolina,Furman,70,88,Furman,7,14,63,74,Furman
Samford,Furman,64,78,Furman,7,13,57,65,Furman
Furman,Mercer,70,60,Furman,5,5,65,55,Furman
The Citadel,Furman,63,72,Furman,4,8,59,64,Furman
Furman,Wofford,73,74,Wofford,9,8,64,66,Wofford
North Georgia,Mercer,48,79,Mercer,4,9,44,70,Mercer
Georgia State,Mercer,69,86,Mercer,5,11,64,75,Mercer
Columbia International,Mercer,62,88,Mercer,9,9,53,79,Mercer
South Wesleyan,Mercer,85,96,Mercer,13,13,72,83,Mercer
Mercer,Georgia Southern,77,75,Mercer,12,2,65,73,Georgia Southern
Mercer,Georgia State,81,88,Georgia State,7,7,74,81,Georgia State
Wofford,Mercer,78,65,Wofford,9,9,69,56,Wofford
Mercer,Furman,80,83,Furman,7,10,73,73,Wofford
Western Carolina,Mercer,76,78,Mercer,8,3,68,75,Mercer
Mercer,The Citadel,83,63,Mercer,8,8,75,55,Mercer
VMI,Mercer,80,83,Mercer,7,11,73,72,VMI
Mercer,UNC Greensboro,68,81,UNC Greensboro,7,9,61,72,UNC Greensboro
Mercer,Wofford,69,72,Wofford,7,8,62,64,Wofford
Samford,Mercer,82,89,Mercer,3,13,79,76,Samford
Mercer,Samford,77,70,Mercer,6,7,71,63,Mercer
UNC Greensboro,Mercer,77,74,UNC Greensboro,10,10,67,64,UNC Greensboro
The Citadel,Mercer,52,88,Mercer,4,11,48,77,Mercer
Mercer,Western Carolina,61,85,Western Carolina,4,13,57,72,Western Carolina
Alabama A&M,Samford,78,76,Alabama A&M,6,5,72,71,Alabama A&M
Covenant,Samford,73,98,Samford,14,10,59,88,Samford
Samford,Troy,71,79,Troy,5,5,66,74,Troy
Belhaven,Samford,84,133,Samford,13,22,71,111,Samford
VMI,Samford,71,84,Samford,12,10,59,74,Samford
Samford,Wofford,84,94,Wofford,8,16,76,78,Wofford
UNC Greensboro,Samford,87,63,UNC Greensboro,11,5,76,58,UNC Greensboro
UNC Greensboro,Samford,82,70,UNC Greensboro,11,7,71,63,UNC Greensboro
Western Carolina,Samford,78,82,Samford,8,8,70,74,Samford
Samford,VMI,56,85,VMI,6,15,50,70,VMI
Piedmont,The Citadel,64,89,The Citadel,7,18,57,71,The Citadel
Toccoa Falls,The Citadel,58,100,The Citadel,6,16,52,84,The Citadel
Columbia International,The Citadel,57,96,The Citadel,7,18,50,78,The Citadel
Carver College,The Citadel,51,102,The Citadel,0,15,51,87,The Citadel
The Citadel,VMI,103,110,VMI,13,12,90,98,VMI
The Citadel,UNC Greensboro,73,87,UNC Greensboro,9,5,64,82,UNC Greensboro
Wofford,The Citadel,69,77,The Citadel,5,14,64,63,Wofford
The Citadel,Western Carolina,75,76,Western Carolina,4,2,71,74,Western Carolina
UNC Greensboro,The Citadel,85,66,UNC Greensboro,9,5,76,61,UNC Greensboro
Western Carolina,The Citadel,63,74,The Citadel,4,8,59,66,The Citadel
The Citadel,Wofford,67,81,Wofford,9,10,58,71,Wofford
VMI,The Citadel,74,75,The Citadel,7,6,67,69,The Citadel
UNC Greensboro,Little Rock,77,70,UNC Greensboro,7,5,70,65,UNC Greensboro
UNC Greensboro,Wofford,84,75,UNC Greensboro,11,10,73,65,UNC Greensboro
Wofford,UNC Greensboro,48,45,Wofford,7,4,41,41,UNC Greensboro
VMI,UNC Greensboro,59,76,UNC Greensboro,8,8,51,68,UNC Greensboro
UNC Greensboro,VMI,77,88,VMI,7,14,70,74,VMI
UNC Greensboro,Western Carolina,77,56,UNC Greensboro,10,7,67,49,UNC Greensboro
Western Carolina,UNC Greensboro,81,80,Western Carolina,14,10,67,70,UNC Greensboro
St. Andrews,VMI,63,90,VMI,10,13,53,77,VMI
Greensboro,VMI,65,100,VMI,9,15,56,85,VMI
Campbellsville-Harrodsburg,VMI,72,106,VMI,10,21,62,85,VMI
VMI,George Mason,66,68,George Mason,7,9,59,59,Gardner-Webb
Wofford,VMI,80,78,Wofford,14,13,66,65,Wofford
Western Carolina,VMI,61,87,VMI,7,13,54,74,VMI
VMI,Wofford,84,80,VMI,10,13,74,67,VMI
VMI,Western Carolina,72,74,Western Carolina,12,5,60,69,Western Carolina
Western Carolina,Troy,64,66,Troy,8,8,56,58,Troy
Piedmont,Western Carolina,58,96,Western Carolina,8,14,50,82,Western Carolina
Newberry,Western Carolina,84,91,Western Carolina,16,11,68,80,Western Carolina
Western Carolina,Wofford,78,91,Wofford,7,13,71,78,Wofford
Wofford,Western Carolina,80,56,Wofford,10,7,70,49,Wofford
Toccoa Falls,Wofford,49,88,Wofford,6,11,43,77,Wofford
Carver College,Wofford,37,111,Wofford,6,6,31,105,Wofford
Coastal Carolina,Wofford,77,88,Wofford,8,15,69,73,Wofford
Abilene Christian,Omaha,70,58,Abilene Christian,6,2,64,56,Abilene Christian
Howard Payne,Abilene Christian,51,81,Abilene Christian,6,9,45,72,Abilene Christian
Tarleton,Abilene Christian,48,69,Abilene Christian,1,9,47,60,Abilene Christian
McMurry,Abilene Christian,46,83,Abilene Christian,7,8,39,75,Abilene Christian
Hardin-Simmons,Abilene Christian,73,95,Abilene Christian,7,4,66,91,Abilene Christian
Dallas Christian,Abilene Christian,44,82,Abilene Christian,10,6,34,76,Abilene Christian
Lamar,Abilene Christian,65,83,Abilene Christian,4,9,61,74,Abilene Christian
Abilene Christian,Houston Baptist,66,63,Abilene Christian,3,6,63,57,Abilene Christian
SE Louisiana,Abilene Christian,42,76,Abilene Christian,4,9,38,67,Abilene Christian
Abilene Christian,Sam Houston State,57,64,Sam Houston State,3,6,54,58,Sam Houston State
Central Arkansas,Abilene Christian,58,93,Abilene Christian,4,12,54,81,Abilene Christian
Stephen F. Austin,Abilene Christian,62,82,Abilene Christian,2,6,60,76,Abilene Christian
Abilene Christian,Incarnate Word,75,67,Abilene Christian,6,12,69,55,Abilene Christian
Abilene Christian,Lamar,77,62,Abilene Christian,11,10,66,52,Abilene Christian
Abilene Christian,Texas A&M-CC,82,69,Abilene Christian,6,5,76,64,Abilene Christian
Houston Baptist,Abilene Christian,59,88,Abilene Christian,4,13,55,75,Abilene Christian
Texas A&M-CC,Abilene Christian,55,83,Abilene Christian,3,7,52,76,Abilene Christian
Sam Houston State,Abilene Christian,72,86,Abilene Christian,5,10,67,76,Abilene Christian
Abilene Christian,Central Arkansas,82,84,Central Arkansas,12,7,70,77,Central Arkansas
Central Arkansas,Little Rock,83,86,Little Rock,5,8,78,78,Memphis
Champion Christian College,Central Arkansas,28,92,Central Arkansas,2,8,26,84,Central Arkansas
Central Arkansas,McNeese,81,67,Central Arkansas,6,9,75,58,Central Arkansas
New Orleans,Central Arkansas,79,83,Central Arkansas,8,4,71,79,Central Arkansas
Sam Houston State,Central Arkansas,91,80,Sam Houston State,13,3,78,77,Sam Houston State
Central Arkansas,Stephen F. Austin,69,95,Stephen F. Austin,6,9,63,86,Stephen F. Austin
Nicholls,Central Arkansas,74,72,Nicholls,10,5,64,67,Central Arkansas
Central Arkansas,SE Louisiana,57,69,SE Louisiana,5,7,52,62,SE Louisiana
Northwestern State,Central Arkansas,81,77,Northwestern State,8,6,73,71,Northwestern State
McNeese,Central Arkansas,80,70,McNeese,14,11,66,59,McNeese
Central Arkansas,Sam Houston State,57,97,Sam Houston State,6,13,51,84,Sam Houston State
Central Arkansas,Nicholls,68,79,Nicholls,11,9,57,70,Nicholls
Central Arkansas,New Orleans,63,88,New Orleans,4,6,59,82,New Orleans
Champion Christian College,Houston Baptist,60,93,Houston Baptist,9,13,51,80,Houston Baptist
Northwestern State,Houston Baptist,93,99,Houston Baptist,7,12,86,87,Houston Baptist
Houston Baptist,Lamar,65,71,Lamar,9,3,56,68,Lamar
Houston Baptist,Sam Houston State,80,87,Sam Houston State,9,12,71,75,Sam Houston State
Nicholls,Houston Baptist,92,83,Nicholls,7,12,85,71,Nicholls
McNeese,Houston Baptist,74,71,McNeese,7,10,67,61,McNeese
Houston Baptist,Incarnate Word,73,57,Houston Baptist,4,5,69,52,Houston Baptist
Lamar,Houston Baptist,75,80,Houston Baptist,8,9,67,71,Houston Baptist
Houston Baptist,Northwestern State,80,86,Northwestern State,7,13,73,73,Houston Baptist
Houston Baptist,Nicholls,68,83,Nicholls,4,14,64,69,Nicholls
Houston Baptist,McNeese,58,85,McNeese,9,10,49,75,McNeese
Our Lady of the Lake,Incarnate Word,71,84,Incarnate Word,3,5,68,79,Incarnate Word
Incarnate Word,Texas State,64,72,Texas State,9,6,55,66,Texas State
McMurry,Incarnate Word,71,92,Incarnate Word,6,6,65,86,Incarnate Word
McMurry,Incarnate Word,54,81,Incarnate Word,6,5,48,76,Incarnate Word
Incarnate Word,Northwestern State,75,67,Incarnate Word,10,7,65,60,Incarnate Word
Incarnate Word,New Orleans,64,86,New Orleans,6,5,58,81,New Orleans
McNeese,Incarnate Word,61,83,Incarnate Word,5,16,56,67,Incarnate Word
Stephen F. Austin,Incarnate Word,83,65,Stephen F. Austin,4,6,79,59,Stephen F. Austin
Texas A&M-CC,Incarnate Word,53,72,Incarnate Word,4,11,49,61,Incarnate Word
Incarnate Word,Lamar,67,58,Incarnate Word,9,6,58,52,Incarnate Word
Incarnate Word,Texas A&M-CC,58,53,Incarnate Word,8,5,50,48,Incarnate Word
Northwestern State,Incarnate Word,68,67,Northwestern State,3,9,65,58,Northwestern State
Lamar,Incarnate Word,67,45,Lamar,6,7,61,38,Lamar
Lamar,UL Monroe,63,60,Lamar,5,5,58,55,Lamar
SE Louisiana,Lamar,64,74,Lamar,5,8,59,66,Lamar
Lamar,Nicholls,69,76,Nicholls,5,6,64,70,Nicholls
Lamar,Sam Houston State,71,96,Sam Houston State,2,14,69,82,Sam Houston State
Lamar,Stephen F. Austin,72,102,Stephen F. Austin,2,9,70,93,Stephen F. Austin
McNeese,Lamar,56,64,Lamar,7,5,49,59,Lamar
Nicholls,Lamar,76,71,Nicholls,7,4,69,67,Nicholls
Lamar,Texas A&M-CC,68,77,Texas A&M-CC,3,8,65,69,Texas A&M-CC
Sam Houston State,Lamar,77,71,Sam Houston State,8,5,69,66,Sam Houston State
Stephen F. Austin,Lamar,83,88,Lamar,7,7,76,81,Lamar
Dallas Christian,McNeese,37,140,McNeese,5,21,32,119,McNeese
McNeese,Stephen F. Austin,76,86,Stephen F. Austin,8,2,68,84,Stephen F. Austin
Carver College,McNeese,53,96,McNeese,2,8,51,88,McNeese
Arlington Baptist,McNeese,64,110,McNeese,6,9,58,101,McNeese
Arlington Baptist,McNeese,50,114,McNeese,6,16,44,98,McNeese
McNeese,Louisiana,65,75,Louisiana,2,7,63,68,Louisiana
Champion Christian College,McNeese,36,94,McNeese,2,6,34,88,McNeese
Champion Christian College,McNeese,76,91,McNeese,8,8,68,83,McNeese
Northwestern State,McNeese,78,75,Northwestern State,6,7,72,68,Northwestern State
McNeese,New Orleans,84,99,New Orleans,8,11,76,88,New Orleans
SE Louisiana,McNeese,92,88,SE Louisiana,11,9,81,79,SE Louisiana
McNeese,Nicholls,69,76,Nicholls,8,11,61,65,Nicholls
McNeese,Northwestern State,66,69,Northwestern State,5,8,61,61,McNeese
McNeese,SE Louisiana,95,91,McNeese,9,11,86,80,McNeese
New Orleans,BYU,61,86,BYU,5,10,56,76,BYU
Louisiana,New Orleans,66,63,Louisiana,4,6,62,57,Louisiana
New Orleans,Florida National,74,57,New Orleans,0,8,74,49,New Orleans
New Orleans,Louisiana,63,73,Louisiana,4,3,59,70,Louisiana
New Orleans,Stephen F. Austin,67,78,Stephen F. Austin,1,2,66,76,Stephen F. Austin
Texas A&M-CC,New Orleans,68,87,New Orleans,7,5,61,82,New Orleans
New Orleans,Nicholls,62,86,Nicholls,7,9,55,77,Nicholls
New Orleans,Northwestern State,73,81,Northwestern State,5,3,68,78,Northwestern State
New Orleans,SE Louisiana,73,79,SE Louisiana,6,4,67,75,SE Louisiana
Stephen F. Austin,New Orleans,89,79,Stephen F. Austin,3,7,86,72,Stephen F. Austin
New Orleans,Texas A&M-CC,69,61,New Orleans,6,8,63,53,New Orleans
Nicholls,New Orleans,105,101,Nicholls,11,8,94,93,Nicholls
Nicholls,Santa Clara,57,73,Santa Clara,7,4,50,69,Santa Clara
Nicholls,Saint Mary's,50,73,Saint Mary's,6,12,44,61,Saint Mary's
Sam Houston State,Nicholls,84,81,Sam Houston State,12,12,72,69,Sam Houston State
SE Louisiana,Nicholls,67,87,Nicholls,8,6,59,81,Nicholls
Nicholls,Northwestern State,76,66,Nicholls,5,4,71,62,Nicholls
Carver College,Nicholls,60,105,Nicholls,4,9,56,96,Nicholls
Nicholls,Sam Houston State,71,78,Sam Houston State,7,8,64,70,Sam Houston State
Nicholls,SE Louisiana,86,84,Nicholls,8,9,78,75,Nicholls
Northwestern State,UT Arlington,71,80,UT Arlington,9,6,62,74,UT Arlington
UL Monroe,Northwestern State,92,83,UL Monroe,8,11,84,72,UL Monroe
Champion Christian College,Northwestern State,44,77,Northwestern State,6,10,38,67,Northwestern State
Northwestern State,Gonzaga,57,95,Gonzaga,7,8,50,87,Gonzaga
Northwestern State,Gonzaga,78,95,Gonzaga,12,4,66,91,Gonzaga
Northwestern State,Stephen F. Austin,74,86,Stephen F. Austin,5,5,69,81,Stephen F. Austin
Northwestern State,SE Louisiana,73,68,Northwestern State,5,7,68,61,Northwestern State
McNeese,Northwestern State,66,69,Northwestern State,5,8,61,61,Northwestern State
Houston Baptist,Northwestern State,80,86,Northwestern State,7,13,73,73,Northwestern State
Stephen F. Austin,Northwestern State,83,57,Stephen F. Austin,6,6,77,51,Stephen F. Austin
SE Louisiana,Northwestern State,61,79,Northwestern State,5,7,56,72,Northwestern State
SE Louisiana,California Baptist,81,80,SE Louisiana,11,8,70,72,California Baptist
SE Louisiana,California Baptist,66,83,California Baptist,3,10,63,73,California Baptist
SE Louisiana,Grambling,77,70,SE Louisiana,10,4,67,66,SE Louisiana
Sam Houston State,SE Louisiana,70,52,Sam Houston State,14,3,56,49,Sam Houston State
Texas A&M-CC,SE Louisiana,63,76,SE Louisiana,9,9,54,67,SE Louisiana
SE Louisiana,Sam Houston State,61,79,Sam Houston State,3,8,58,71,Sam Houston State
SE Louisiana,Texas A&M-CC,78,75,SE Louisiana,12,8,66,67,Texas A&M-CC
Dallas Christian,Sam Houston State,42,117,Sam Houston State,3,11,39,106,Sam Houston State
Howard Payne,Sam Houston State,54,117,Sam Houston State,4,17,50,100,Sam Houston State
Le Tourneau,Sam Houston State,65,107,Sam Houston State,11,6,54,101,Sam Houston State
Sam Houston State,UT Rio Grande Valley,69,66,Sam Houston State,5,4,64,62,Sam Houston State
Mary Hardin-Baylor,Sam Houston State,59,101,Sam Houston State,4,11,55,90,Sam Houston State
Sam Houston State,Texas A&M-CC,75,70,Sam Houston State,9,8,66,62,Sam Houston State
Sam Houston State,Stephen F. Austin,68,78,Stephen F. Austin,6,5,62,73,Stephen F. Austin
Le Tourneau,Stephen F. Austin,57,102,Stephen F. Austin,9,8,48,94,Stephen F. Austin
LSU Alexandria,Stephen F. Austin,79,97,Stephen F. Austin,7,7,72,90,Stephen F. Austin
Stephen F. Austin,UL Monroe,55,66,UL Monroe,6,11,49,55,UL Monroe
Midwestern State,Stephen F. Austin,71,87,Stephen F. Austin,7,8,64,79,Stephen F. Austin
Stephen F. Austin,Texas A&M-CC,84,75,Stephen F. Austin,4,11,80,64,Stephen F. Austin
Texas A&M-CC,Stephen F. Austin,68,80,Stephen F. Austin,5,6,63,74,Stephen F. Austin
Texas A&M-International,Texas A&M-CC,53,64,Texas A&M-CC,6,3,47,61,Texas A&M-CC
Texas State,Texas A&M-CC,75,63,Texas State,6,7,69,56,Texas State
Texas A&M-CC,UT Rio Grande Valley,59,62,UT Rio Grande Valley,7,3,52,59,UT Rio Grande Valley
UT Rio Grande Valley,Texas A&M-CC,68,64,UT Rio Grande Valley,6,2,62,62,UT Rio Grande Valley
Texas A&M-CC,Texas State,46,51,Texas State,5,2,41,49,Texas State
Our Lady of the Lake,Texas A&M-CC,72,99,Texas A&M-CC,6,9,66,90,Texas A&M-CC
Paul Quinn,Texas A&M-CC,35,59,Texas A&M-CC,0,4,35,55,Texas A&M-CC
South Alabama,Alabama A&M,90,93,Alabama A&M,4,9,86,84,South Alabama
Alabama State,Alabama A&M,63,70,Alabama A&M,3,4,60,66,Alabama A&M
Southern,Alabama A&M,58,68,Alabama A&M,2,9,56,59,Alabama A&M
Alabama A&M,Prairie View A&M,57,79,Prairie View A&M,2,8,55,71,Prairie View A&M
Alabama A&M,Texas Southern,49,66,Texas Southern,4,10,45,56,Texas Southern
Mississippi Valley State,Alabama A&M,58,93,Alabama A&M,10,11,48,82,Alabama A&M
Arkansas-Pine Bluff,Alabama A&M,55,56,Alabama A&M,4,2,51,54,Alabama A&M
Alabama A&M,Alabama State,58,72,Alabama State,5,8,53,64,Alabama State
Alabama A&M,Alcorn State,52,65,Alcorn State,3,6,49,59,Alcorn State
Alabama A&M,Southern,57,73,Southern,6,7,51,66,Southern
